order_item_id,order_id,product_id,quantity,unit_price,line_total
146,62,86,3,86000,258000
147,62,91,1,59000,59000
148,63,39,2,77000,154000
149,63,92,2,111000,222000
150,63,47,5,11000,55000
151,64,16,2,81000,162000
152,64,18,2,109000,218000
153,65,4,3,70000,210000
154,65,71,5,161000,805000
155,65,48,4,67000,268000
156,65,71,2,161000,322000
157,66,9,3,193000,579000
158,67,92,4,111000,444000
159,67,68,4,140000,560000
160,67,99,4,200000,800000
161,67,74,1,145000,145000
162,68,41,1,163000,163000
163,68,58,4,197000,788000
164,69,17,5,84000,420000
165,69,82,5,75000,375000
166,69,24,2,196000,392000
167,70,65,1,36000,36000
168,70,16,5,81000,405000
169,70,20,3,80000,240000
170,70,22,2,112000,224000
171,71,91,2,59000,118000
172,71,45,5,62000,310000
173,71,37,1,193000,193000
174,72,26,5,82000,410000
175,72,36,2,126000,252000
176,72,81,3,165000,495000
177,73,65,2,36000,72000
178,74,22,5,112000,560000
179,74,93,5,89000,445000
180,75,73,1,114000,114000
181,75,4,1,70000,70000
182,75,6,5,5000,25000
183,76,84,2,78000,156000
184,76,99,5,200000,1000000
185,76,54,5,103000,515000
186,77,64,5,147000,735000
187,78,83,3,24000,72000
188,78,62,2,183000,366000
189,78,88,4,43000,172000
190,79,59,1,32000,32000
191,79,89,1,103000,103000
192,79,21,4,37000,148000
193,80,62,4,183000,732000
194,80,27,3,145000,435000
195,80,78,2,68000,136000
196,80,41,3,163000,489000
197,81,52,2,152000,304000
198,81,98,3,10000,30000
199,81,66,5,39000,195000
200,82,41,2,163000,326000
201,83,16,3,81000,243000
202,83,58,2,197000,394000
203,83,19,1,108000,108000
204,83,7,3,142000,426000
205,84,79,4,168000,672000
206,84,32,2,172000,344000
207,84,42,5,28000,140000
208,84,93,3,89000,267000
209,85,98,2,10000,20000
210,85,64,5,147000,735000
211,86,64,3,147000,441000
212,86,64,1,147000,147000
213,86,12,4,175000,700000
214,86,65,4,36000,144000
215,87,28,5,5000,25000
216,87,46,1,55000,55000
217,88,37,4,193000,772000
218,89,37,5,193000,965000
219,89,2,1,34000,34000
220,89,56,2,42000,84000
221,89,34,3,118000,354000
222,90,47,1,11000,11000
223,90,52,1,152000,152000
224,90,73,5,114000,570000
225,90,25,3,162000,486000
226,91,10,4,55000,220000
227,91,65,4,36000,144000
228,91,98,5,10000,50000
229,92,80,5,138000,690000
230,92,16,2,81000,162000
231,92,13,4,164000,656000
232,93,44,5,177000,885000
233,93,47,2,11000,22000
234,93,26,5,82000,410000
235,94,65,1,36000,36000
236,94,6,1,5000,5000
237,94,18,3,109000,327000
238,94,61,5,50000,250000
239,95,20,5,80000,400000
240,95,66,2,39000,78000
241,95,42,5,28000,140000
242,95,41,2,163000,326000
243,96,79,3,168000,504000
244,96,76,3,126000,378000
245,96,65,5,36000,180000
246,96,69,4,157000,628000
247,97,61,1,50000,50000
248,97,48,3,67000,201000
249,97,87,1,25000,25000
250,98,75,3,45000,135000
251,98,93,1,89000,89000
252,98,77,4,71000,284000
253,98,34,5,118000,590000
254,99,93,1,89000,89000
255,99,75,4,45000,180000
256,100,68,5,140000,700000
257,100,100,4,102000,408000
258,101,88,2,43000,86000
259,101,5,5,186000,930000
260,102,25,1,162000,162000
261,103,41,4,163000,652000
262,103,20,4,80000,320000
263,103,89,2,103000,206000
264,103,53,5,188000,940000
265,104,95,1,20000,20000
266,104,91,2,59000,118000
267,104,67,2,123000,246000
268,104,72,3,189000,567000
269,105,68,4,140000,560000
270,105,41,2,163000,326000
271,105,59,5,32000,160000
272,105,44,5,177000,885000
273,106,87,3,25000,75000
274,106,79,4,168000,672000
275,106,25,2,162000,324000
276,107,72,3,189000,567000
277,107,29,3,78000,234000
278,107,99,3,200000,600000
279,108,89,4,103000,412000
280,108,41,4,163000,652000
281,109,72,3,189000,567000
282,109,37,1,193000,193000
283,109,74,5,145000,725000
284,110,51,3,111000,333000
285,110,99,2,200000,400000
286,110,38,1,173000,173000
287,110,37,1,193000,193000
288,111,57,3,181000,543000
289,111,96,4,112000,448000
290,111,28,2,5000,10000
291,112,72,3,189000,567000
292,112,18,1,109000,109000
293,112,79,5,168000,840000
294,113,32,1,172000,172000
295,113,86,5,86000,430000
296,114,82,2,75000,150000
297,114,7,1,142000,142000
298,115,43,4,197000,788000
299,115,13,2,164000,328000
300,115,1,5,160000,800000
301,115,21,4,37000,148000
302,116,62,2,183000,366000
303,116,97,3,154000,462000
304,116,42,3,28000,84000
305,116,83,1,24000,24000
306,117,84,5,78000,390000
307,118,69,1,157000,157000
308,118,23,4,102000,408000
309,119,5,4,186000,744000
310,119,64,2,147000,294000
311,120,5,1,186000,186000
312,120,39,5,77000,385000
313,120,78,1,68000,68000
314,121,37,4,193000,772000
315,121,83,5,24000,120000
316,121,68,4,140000,560000
317,122,65,4,36000,144000
318,122,35,2,59000,118000
319,123,43,2,197000,394000
320,124,83,3,24000,72000
321,124,92,2,111000,222000
322,124,2,3,34000,102000
323,124,38,5,173000,865000
324,125,23,5,102000,510000
325,125,82,4,75000,300000
326,126,66,3,39000,117000
327,126,12,4,175000,700000
328,126,86,1,86000,86000
329,126,24,2,196000,392000
330,127,42,2,28000,56000
331,127,1,3,160000,480000
332,127,50,2,23000,46000
333,127,58,3,197000,591000
334,128,39,5,77000,385000
335,128,93,5,89000,445000
336,128,2,3,34000,102000
337,129,89,2,103000,206000
338,129,8,1,189000,189000
339,129,60,3,113000,339000
340,130,52,5,152000,760000
341,130,91,3,59000,177000
342,131,82,3,75000,225000
343,132,79,2,168000,336000
344,132,29,2,78000,156000
345,132,62,2,183000,366000
346,133,96,5,112000,560000
347,133,48,4,67000,268000
348,133,90,5,44000,220000
349,133,61,5,50000,250000
350,134,98,2,10000,20000
351,134,88,5,43000,215000
352,135,68,4,140000,560000
353,136,10,5,55000,275000
354,136,15,1,36000,36000
355,136,71,5,161000,805000
356,137,74,5,145000,725000
357,137,20,2,80000,160000
358,138,67,4,123000,492000
359,138,15,2,36000,72000
360,138,92,5,111000,555000
361,139,12,5,175000,875000
362,139,58,1,197000,197000
363,139,59,2,32000,64000
364,139,66,4,39000,156000
365,140,73,1,114000,114000
366,140,72,4,189000,756000
367,140,87,3,25000,75000
368,140,93,1,89000,89000
369,141,33,1,124000,124000
370,141,96,2,112000,224000
371,141,75,1,45000,45000
372,141,6,4,5000,20000
373,142,90,1,44000,44000
374,142,70,1,198000,198000
375,142,9,4,193000,772000
376,143,37,4,193000,772000
377,144,99,2,200000,400000
378,144,99,4,200000,800000
379,145,49,4,161000,644000
380,145,49,4,161000,644000
381,145,11,5,115000,575000
382,146,84,3,78000,234000
383,146,16,2,81000,162000
384,147,68,2,140000,280000
385,147,94,2,124000,248000
386,147,1,1,160000,160000
387,147,39,4,77000,308000
388,148,69,4,157000,628000
389,148,30,2,115000,230000
390,148,59,3,32000,96000
391,148,20,3,80000,240000
392,149,93,1,89000,89000
393,149,5,4,186000,744000
394,150,31,2,153000,306000
395,151,13,5,164000,820000
396,152,58,5,197000,985000
397,153,32,1,172000,172000
398,154,57,2,181000,362000
399,154,70,2,198000,396000
400,154,97,1,154000,154000
401,154,18,5,109000,545000
402,155,30,5,115000,575000
403,155,41,5,163000,815000
404,155,77,3,71000,213000
405,156,39,2,77000,154000
406,156,85,5,74000,370000
407,157,53,3,188000,564000
408,157,36,1,126000,126000
409,158,81,4,165000,660000
410,158,72,4,189000,756000
411,159,45,4,62000,248000
412,160,90,4,44000,176000
413,160,53,2,188000,376000
414,160,39,4,77000,308000
415,161,97,5,154000,770000
416,161,61,2,50000,100000
417,162,39,2,77000,154000
418,162,60,1,113000,113000
419,163,54,5,103000,515000
420,163,68,2,140000,280000
421,163,50,2,23000,46000
422,163,33,2,124000,248000
423,164,83,1,24000,24000
424,164,58,3,197000,591000
425,164,12,5,175000,875000
426,165,7,3,142000,426000
427,165,49,5,161000,805000
428,166,10,2,55000,110000
429,167,62,2,183000,366000
430,167,43,3,197000,591000
431,168,28,2,5000,10000
432,169,96,4,112000,448000
433,170,90,5,44000,220000
434,170,91,2,59000,118000
435,171,31,5,153000,765000
436,171,42,3,28000,84000
437,171,49,4,161000,644000
438,171,69,3,157000,471000
439,172,34,3,118000,354000
440,172,66,4,39000,156000
441,172,60,1,113000,113000
442,173,98,3,10000,30000
443,173,27,3,145000,435000
444,173,41,4,163000,652000
445,173,6,5,5000,25000
446,174,95,2,20000,40000
447,174,3,3,152000,456000
448,175,38,2,173000,346000
449,175,26,3,82000,246000
450,175,30,4,115000,460000
451,175,73,2,114000,228000
452,176,71,3,161000,483000
453,176,33,4,124000,496000
454,176,93,4,89000,356000
455,176,59,2,32000,64000
456,177,22,2,112000,224000
457,177,93,5,89000,445000
458,177,63,2,123000,246000
459,178,68,1,140000,140000
460,179,86,1,86000,86000
461,180,53,2,188000,376000
462,181,9,2,193000,386000
463,181,2,2,34000,68000
464,182,48,1,67000,67000
465,182,80,5,138000,690000
466,182,62,4,183000,732000
467,182,3,1,152000,152000
468,183,2,1,34000,34000
469,183,68,3,140000,420000
470,183,69,3,157000,471000
471,183,3,5,152000,760000
472,184,23,1,102000,102000
473,184,13,5,164000,820000
474,184,20,2,80000,160000
475,184,25,5,162000,810000
476,185,46,3,55000,165000
477,185,51,1,111000,111000
478,185,48,4,67000,268000
479,186,73,2,114000,228000
480,186,90,2,44000,88000
481,186,39,1,77000,77000
482,186,84,1,78000,78000
483,187,52,4,152000,608000
484,188,71,4,161000,644000
485,188,8,1,189000,189000
486,188,90,2,44000,88000
487,188,11,4,115000,460000
488,189,83,3,24000,72000
489,189,73,1,114000,114000
490,189,68,1,140000,140000
491,189,30,2,115000,230000
492,190,35,1,59000,59000
493,190,10,3,55000,165000
494,190,70,5,198000,990000
495,190,85,1,74000,74000
496,191,41,1,163000,163000
497,191,27,5,145000,725000
498,192,97,4,154000,616000
499,192,10,3,55000,165000
500,193,73,2,114000,228000
501,193,73,4,114000,456000
502,194,50,2,23000,46000
503,194,89,1,103000,103000
504,194,65,3,36000,108000
505,195,13,4,164000,656000
506,196,10,3,55000,165000
507,196,78,5,68000,340000
508,197,100,3,102000,306000
509,197,4,3,70000,210000
510,197,58,4,197000,788000
511,197,30,3,115000,345000
512,198,56,2,42000,84000
513,198,88,5,43000,215000
514,198,85,4,74000,296000
515,198,11,5,115000,575000
516,199,32,1,172000,172000
517,199,11,3,115000,345000
518,199,20,4,80000,320000
519,200,95,4,20000,80000
520,200,41,3,163000,489000
521,201,12,1,175000,175000
522,202,57,3,181000,543000
523,202,98,3,10000,30000
524,202,14,2,174000,348000
525,203,24,4,196000,784000
526,204,72,5,189000,945000
527,204,66,4,39000,156000
528,204,14,1,174000,174000
529,204,12,3,175000,525000
530,205,77,5,71000,355000
531,206,50,1,23000,23000
532,206,38,4,173000,692000
533,206,50,1,23000,23000
534,207,74,5,145000,725000
535,207,22,4,112000,448000
536,208,18,3,109000,327000
537,208,39,3,77000,231000
538,209,19,1,108000,108000
539,209,22,4,112000,448000
540,209,36,4,126000,504000
541,209,39,4,77000,308000
542,210,47,3,11000,33000
543,211,93,4,89000,356000
544,211,77,5,71000,355000
545,212,59,1,32000,32000
546,212,18,3,109000,327000
547,213,51,3,111000,333000
548,214,43,4,197000,788000
549,214,43,4,197000,788000
550,214,84,5,78000,390000
551,214,18,3,109000,327000
552,215,78,2,68000,136000
553,215,62,3,183000,549000
554,215,23,4,102000,408000
555,216,38,4,173000,692000
556,216,74,2,145000,290000
557,216,42,4,28000,112000
558,217,51,3,111000,333000
559,217,15,5,36000,180000
560,217,26,5,82000,410000
561,218,88,5,43000,215000
562,218,4,4,70000,280000
563,219,57,3,181000,543000
564,219,89,1,103000,103000
565,220,87,4,25000,100000
566,220,18,3,109000,327000
567,220,31,3,153000,459000
568,220,85,2,74000,148000
569,221,49,1,161000,161000
570,221,58,5,197000,985000
571,221,62,5,183000,915000
572,221,52,5,152000,760000
573,222,70,1,198000,198000
574,222,47,5,11000,55000
575,222,77,1,71000,71000
576,222,14,2,174000,348000
577,223,22,5,112000,560000
578,223,6,5,5000,25000
579,223,83,4,24000,96000
580,224,56,1,42000,42000
581,224,2,1,34000,34000
582,224,34,2,118000,236000
583,225,58,3,197000,591000
584,225,51,4,111000,444000
585,226,45,1,62000,62000
586,226,62,1,183000,183000
587,227,54,1,103000,103000
588,227,15,2,36000,72000
589,227,45,3,62000,186000
590,228,59,2,32000,64000
591,228,67,4,123000,492000
592,228,45,4,62000,248000
593,229,57,4,181000,724000
594,230,9,3,193000,579000
595,230,6,1,5000,5000
596,230,3,3,152000,456000
597,231,87,2,25000,50000
598,232,67,2,123000,246000
599,232,71,2,161000,322000
600,233,72,4,189000,756000
601,233,60,2,113000,226000
602,233,52,2,152000,304000
603,234,82,4,75000,300000
604,234,51,1,111000,111000
605,235,58,5,197000,985000
606,235,55,4,107000,428000
607,236,91,2,59000,118000
608,237,36,1,126000,126000
609,237,74,1,145000,145000
610,238,47,3,11000,33000
611,238,26,4,82000,328000
612,239,34,4,118000,472000
613,240,77,4,71000,284000
614,240,79,4,168000,672000
615,240,76,1,126000,126000
616,241,46,4,55000,220000
617,241,80,2,138000,276000
618,241,87,3,25000,75000
619,242,87,2,25000,50000
620,243,16,2,81000,162000
621,243,40,1,174000,174000
622,243,24,3,196000,588000
623,244,66,4,39000,156000
624,244,54,5,103000,515000
625,245,74,4,145000,580000
626,245,55,2,107000,214000
627,246,82,5,75000,375000
628,246,89,2,103000,206000
629,246,72,2,189000,378000
630,246,63,3,123000,369000
631,247,24,3,196000,588000
632,247,58,5,197000,985000
633,248,46,1,55000,55000
634,249,18,2,109000,218000
635,249,50,5,23000,115000
636,249,65,4,36000,144000
637,249,53,4,188000,752000
638,250,91,4,59000,236000
639,250,63,2,123000,246000
640,250,11,5,115000,575000
641,250,4,2,70000,140000
642,251,5,3,186000,558000
643,251,29,5,78000,390000
644,251,37,2,193000,386000
645,252,73,4,114000,456000
646,252,71,5,161000,805000
647,252,15,5,36000,180000
648,252,15,3,36000,108000
649,253,70,1,198000,198000
650,253,98,4,10000,40000
651,253,70,2,198000,396000
652,254,14,2,174000,348000
653,254,39,1,77000,77000
654,254,58,3,197000,591000
655,254,45,1,62000,62000
656,255,16,2,81000,162000
657,255,27,5,145000,725000
658,255,89,3,103000,309000
659,255,91,5,59000,295000
660,256,22,5,112000,560000
661,256,18,2,109000,218000
662,256,27,1,145000,145000
663,256,73,3,114000,342000
664,257,77,5,71000,355000
665,257,22,3,112000,336000
666,257,91,3,59000,177000
667,258,74,3,145000,435000
668,258,66,1,39000,39000
669,258,18,4,109000,436000
670,259,36,2,126000,252000
671,260,32,2,172000,344000
672,260,92,3,111000,333000
673,261,98,4,10000,40000
674,261,63,2,123000,246000
675,262,81,4,165000,660000
676,262,49,4,161000,644000
677,262,10,1,55000,55000
678,263,66,3,39000,117000
679,263,89,3,103000,309000
680,263,59,4,32000,128000
681,263,42,5,28000,140000
682,264,100,1,102000,102000
683,265,82,3,75000,225000
684,265,9,5,193000,965000
685,265,51,2,111000,222000
686,265,55,2,107000,214000
687,266,35,3,59000,177000
688,266,37,3,193000,579000
689,266,71,5,161000,805000
690,266,17,5,84000,420000
691,267,44,1,177000,177000
692,267,6,1,5000,5000
693,267,81,4,165000,660000
694,267,3,1,152000,152000
695,268,57,4,181000,724000
696,268,1,4,160000,640000
697,269,89,2,103000,206000
698,269,84,3,78000,234000
699,270,36,1,126000,126000
700,270,84,3,78000,234000
701,271,11,3,115000,345000
702,271,86,2,86000,172000
703,271,7,4,142000,568000
704,272,93,2,89000,178000
705,272,55,1,107000,107000
706,272,91,1,59000,59000
707,273,28,4,5000,20000
708,274,17,5,84000,420000
709,275,67,4,123000,492000
710,275,2,1,34000,34000
711,276,16,4,81000,324000
712,276,89,2,103000,206000
713,276,62,1,183000,183000
714,277,50,1,23000,23000
715,277,94,1,124000,124000
716,278,41,3,163000,489000
717,279,18,4,109000,436000
718,279,100,2,102000,204000
719,279,83,2,24000,48000
720,280,68,5,140000,700000
721,281,79,2,168000,336000
722,282,45,2,62000,124000
723,282,81,2,165000,330000
724,282,53,5,188000,940000
725,282,88,4,43000,172000
726,283,12,1,175000,175000
727,283,18,1,109000,109000
728,284,45,4,62000,248000
729,284,41,2,163000,326000
730,284,32,3,172000,516000
731,284,83,1,24000,24000
732,285,71,5,161000,805000
733,285,77,5,71000,355000
734,286,100,1,102000,102000
735,286,85,3,74000,222000
736,286,27,5,145000,725000
737,287,96,4,112000,448000
738,287,38,1,173000,173000
739,288,64,4,147000,588000
740,288,15,2,36000,72000
741,289,82,5,75000,375000
742,289,10,5,55000,275000
743,289,2,3,34000,102000
744,289,41,2,163000,326000
745,290,73,4,114000,456000
746,290,47,5,11000,55000
747,290,88,2,43000,86000
748,290,98,4,10000,40000
749,291,3,5,152000,760000
750,292,2,3,34000,102000
751,293,6,1,5000,5000
752,293,51,5,111000,555000
753,294,81,5,165000,825000
754,294,99,4,200000,800000
755,294,55,4,107000,428000
756,295,82,5,75000,375000
757,296,36,1,126000,126000
758,296,40,1,174000,174000
759,297,20,5,80000,400000
760,297,42,4,28000,112000
761,298,40,4,174000,696000
762,299,8,2,189000,378000
763,299,12,4,175000,700000
764,300,59,5,32000,160000
